Water Pump ID,Water Source Type,Water Quality,Distance to Nearest Town,Population Served,Installation Year,Funder,Payment Type,Water Pump Age,Pump Type,GPS Coordinates,Functioning Status
WP2314,Well,Contaminated,37.0,10000.0,1992.0,USAID,Free,32.0,Motorized Pump,"(-19.01197331917491, 26.108913698440013)",Functioning
WP2315,Lake,,27.0,15000.0,2012.0,Oxfam,,12.0,Motorized Pump,"(-22.828159674042723, 20.52587475193838)",
WP2316,River,Clean,26.0,12000.0,2017.0,Oxfam,Pay per use,7.0,Hand Pump,"(-17.652809213048148, 24.822816397609103)",Functioning
WP2317,Lake,Contaminated,9.0,12000.0,1994.0,UNICEF,Pay per use,30.0,Solar Pump,"(-22.408193040246452, 21.442586543748714)",Not Functioning
WP2318,Lake,Clean,41.0,,1995.0,Red Cross,Pay per use,29.0,Hand Pump,"(-22.51989691247743, 21.78274139782649)",Not Functioning
WP2319,Lake,Clean,56.0,13000.0,1993.0,Red Cross,Free,31.0,Motorized Pump,"(-23.09009686279955, 21.150041816257357)",Not Functioning
WP2320,River,Clean,32.0,14000.0,2017.0,,Pay per use,7.0,Hand Pump,"(-23.709477391873076, 19.77039066064761)",Not Functioning
WP2321,Well,Clean,41.0,17000.0,2008.0,,,16.0,Motorized Pump,"(-17.672919556423267, 28.233930118365084)",Not Functioning
WP2322,Well,Clean,18.0,10000.0,1992.0,Oxfam,Pay per use,32.0,Motorized Pump,"(-21.163299054590837, 25.987899799294176)",Functioning
WP2323,Well,Clean,26.0,11000.0,2014.0,Red Cross,Pay per use,10.0,Hand Pump,"(-19.569910131105274, 27.766267906845435)",Functioning
WP2324,Borehole,Contaminated,36.0,9000.0,2009.0,Red Cross,Pay per use,15.0,Hand Pump,"(-21.20587265316888, 19.71108234658425)",Not Functioning
WP2325,Well,Clean,30.0,16000.0,2015.0,World Bank,Pay per use,9.0,Hand Pump,"(-19.98818792841574, 27.941147476744415)",Functioning
WP2326,Lake,,41.0,11000.0,2009.0,Red Cross,Pay per use,15.0,Hand Pump,"(-19.345225883087892, 25.489205214747585)",Not Functioning
WP2327,Well,Clean,31.0,13000.0,1995.0,Oxfam,,29.0,Hand Pump,,
WP2328,Well,Clean,,9000.0,1998.0,Oxfam,Pay per use,26.0,Hand Pump,"(-18.54231977253029, 25.45804495076544)",Functioning
WP2329,Lake,Clean,5.0,12000.0,2015.0,Oxfam,Free,9.0,Hand Pump,"(-19.681174753317016, 26.56323903400351)",Not Functioning
WP2330,Lake,Clean,38.0,16000.0,1992.0,Oxfam,Pay per use,32.0,Hand Pump,"(-21.27159608575909, 23.69019388222671)",Not Functioning
WP2331,Well,Clean,41.0,14000.0,2011.0,,Pay per use,13.0,Motorized Pump,"(-20.43664771381923, 23.11392929843814)",Functioning
WP2332,Lake,Clean,18.0,11000.0,2010.0,USAID,Pay per use,14.0,Hand Pump,"(-18.042939859491156, 26.295412282382465)",Not Functioning
WP2333,River,Clean,14.0,14000.0,2019.0,Red Cross,Free,5.0,Motorized Pump,"(-19.10494738490732, 24.79836997791854)",Not Functioning
WP2334,Lake,Clean,,16000.0,2008.0,Oxfam,Pay per use,16.0,Solar Pump,"(-20.284320078798718, 25.978068411708044)",Functioning
WP2335,Lake,,7.0,12000.0,2015.0,Oxfam,Pay per use,9.0,Motorized Pump,"(-17.610531208055065, 25.216428269522698)",Not Functioning
WP2336,Lake,Clean,33.0,9000.0,1998.0,,Pay per use,26.0,,"(-20.349891952279513, 25.639250890731116)",Functioning
WP2337,Lake,Clean,25.0,14000.0,2001.0,UNICEF,Pay per use,23.0,Motorized Pump,"(-18.639677980538153, 26.987044659345496)",Not Functioning
WP2338,Lake,Clean,18.0,7000.0,2010.0,Red Cross,Pay per use,14.0,Solar Pump,"(-19.0287803314915, 28.76468413148039)",Not Functioning
WP2339,,Clean,22.0,11000.0,1996.0,Red Cross,Pay per use,28.0,Motorized Pump,"(-19.44680568691951, 25.849504247033934)",Not Functioning
WP2340,Lake,Clean,42.0,16000.0,1994.0,World Bank,Pay per use,30.0,Hand Pump,"(-22.57660172129935, 19.216475318328662)",Not Functioning
WP2341,Lake,Clean,51.0,10000.0,,Red Cross,Pay per use,18.0,Motorized Pump,"(-18.427381330327258, 19.897556822678037)",Not Functioning
WP2342,Lake,Clean,50.0,16000.0,2013.0,Red Cross,Pay per use,11.0,Motorized Pump,"(-21.63099527960675, 21.642227228034123)",Not Functioning
WP2343,Lake,Clean,28.0,8000.0,1991.0,USAID,Pay per use,,Motorized Pump,"(-20.70596491982191, 22.273277139288197)",
WP2344,Lake,Clean,12.0,15000.0,2013.0,Red Cross,Pay per use,11.0,Hand Pump,"(-23.21419241794899, 19.97874021781603)",Functioning
WP2345,Lake,Clean,13.0,15000.0,1995.0,Oxfam,Pay per use,29.0,Hand Pump,"(-19.83122677844466, 27.888958804599834)",Not Functioning
WP2346,Well,Clean,34.0,,1995.0,Oxfam,Free,29.0,Hand Pump,"(-19.02749655510837, 28.092898785073686)",Functioning
WP2347,Lake,Clean,25.0,9000.0,2017.0,UNICEF,Pay per use,7.0,Hand Pump,,Not Functioning
,Lake,Clean,27.0,13000.0,2004.0,Oxfam,Pay per use,20.0,Motorized Pump,"(-20.57738387337117, 19.515822474437094)",Not Functioning
WP2349,Well,Clean,61.0,9000.0,1995.0,Red Cross,Pay per use,29.0,Hand Pump,"(-18.104369767193905, 28.854187575891146)",Functioning
WP2350,Well,Clean,56.0,13000.0,1996.0,Oxfam,Pay per use,28.0,Solar Pump,"(-18.60621605962592, 24.347952747345317)",Functioning
WP2351,Lake,Contaminated,39.0,11000.0,,Oxfam,Pay per use,25.0,,"(-22.321379250753118, 24.626727343403836)",Not Functioning
,Well,Clean,41.0,11000.0,2013.0,Red Cross,Free,11.0,Solar Pump,"(-22.23797161937892, 21.467170292513)",Functioning
WP2353,Lake,Clean,2.0,17000.0,1995.0,Red Cross,Pay per use,29.0,Hand Pump,"(-21.213248166285766, 20.294456829695772)",Not Functioning
WP2354,Lake,Clean,24.0,14000.0,2008.0,Red Cross,Pay per use,16.0,Hand Pump,"(-23.53477989584994, 23.25630742965986)",Functioning
WP2355,Lake,Clean,25.0,10000.0,2015.0,UNICEF,Free,,Hand Pump,"(-18.60536337883867, 24.41361619484669)",Not Functioning
WP2356,Lake,Clean,35.0,,2009.0,Oxfam,Free,15.0,Hand Pump,"(-22.983549738593986, 24.09184164397039)",Not Functioning
WP2357,River,Clean,41.0,12000.0,2012.0,Red Cross,Free,,Hand Pump,"(-19.144262047070242, 25.508487309658427)",Not Functioning
WP2358,River,Clean,52.0,15000.0,2015.0,Oxfam,Pay per use,9.0,Hand Pump,"(-23.1033262313877, 23.78458677352011)",Not Functioning
WP2359,Borehole,Clean,30.0,13000.0,,Red Cross,Pay per use,11.0,Hand Pump,"(-21.86651607740562, 19.306929377122028)",Not Functioning
WP2360,Lake,Clean,36.0,14000.0,1995.0,Oxfam,,29.0,Motorized Pump,"(-19.205847723971225, 26.825691345244355)",
WP2361,Borehole,Clean,24.0,12000.0,1993.0,,Pay per use,31.0,,"(-21.165926030450752, 19.90511521657208)",Functioning
WP2362,Well,Clean,35.0,16000.0,2017.0,UNICEF,Pay per use,7.0,Motorized Pump,"(-21.873189042079282, 24.47102237821581)",Functioning
WP2363,Lake,Clean,23.0,12000.0,2012.0,Red Cross,Pay per use,12.0,,"(-20.90337980360509, 24.70221634333044)",Not Functioning
WP2364,Well,Clean,49.0,11000.0,2018.0,USAID,,6.0,Hand Pump,"(-23.492138049890162, 21.213351802595803)",Functioning
WP2365,Lake,Clean,16.0,18000.0,2008.0,World Bank,Free,16.0,Motorized Pump,"(-21.45646441201886, 20.274649639857525)",Not Functioning
WP2366,Lake,Clean,14.0,,2003.0,UNICEF,Pay per use,21.0,Hand Pump,,Not Functioning
WP2367,Lake,Clean,12.0,17000.0,2011.0,World Bank,Free,13.0,Hand Pump,"(-21.327673934128637, 23.15516978583895)",Not Functioning
WP2368,Well,Contaminated,41.0,16000.0,2004.0,Oxfam,Pay per use,20.0,Hand Pump,"(-22.854550377486888, 21.975469647435247)",Functioning
WP2369,River,Clean,38.0,15000.0,2006.0,Red Cross,Free,18.0,Motorized Pump,"(-19.738827542983117, 26.275838091394874)",Functioning
WP2370,Lake,Contaminated,,15000.0,2003.0,Oxfam,Pay per use,21.0,Motorized Pump,"(-22.66967252091002, 25.97891422182405)",Not Functioning
WP2371,Lake,Clean,31.0,10000.0,,UNICEF,Pay per use,20.0,Solar Pump,"(-22.269509441997315, 22.41443287516553)",Functioning
WP2372,Lake,Clean,46.0,11000.0,2005.0,Red Cross,Pay per use,19.0,Motorized Pump,"(-19.186749303613308, 28.27578384642583)",Functioning
WP2373,Lake,Clean,33.0,17000.0,2015.0,USAID,Pay per use,,Hand Pump,"(-22.725423018208204, 28.238493697218892)",Not Functioning
WP2374,Lake,Clean,6.0,16000.0,2009.0,USAID,Pay per use,15.0,,"(-18.95932254348868, 28.85712880602291)",Not Functioning
WP2375,Lake,Contaminated,44.0,10000.0,,World Bank,Pay per use,14.0,Motorized Pump,"(-22.515136800291785, 20.268954353728642)",Not Functioning
WP2376,Lake,Clean,57.0,13000.0,2009.0,UNICEF,Pay per use,15.0,Hand Pump,"(-19.44436435946257, 26.665147037183935)",Not Functioning
WP2377,River,Contaminated,42.0,9000.0,2017.0,USAID,Free,7.0,Motorized Pump,"(-21.717357231882914, 26.997971183676597)",Not Functioning
WP2378,,Clean,29.0,9000.0,2009.0,Red Cross,Pay per use,15.0,Motorized Pump,"(-21.980136700629185, 27.330217331857558)",Functioning
WP2379,Well,Clean,34.0,13000.0,1994.0,Red Cross,Pay per use,30.0,Motorized Pump,"(-23.54510368631182, 21.010997655524328)",Functioning
WP2380,Well,Clean,18.0,14000.0,1997.0,Red Cross,Free,27.0,Motorized Pump,"(-18.288954813744265, 27.490558868613245)",Functioning
WP2381,River,Clean,,15000.0,2002.0,Oxfam,Pay per use,22.0,Hand Pump,"(-19.7006149911527, 25.709701505730422)",Functioning
WP2382,Well,Contaminated,42.0,12000.0,2012.0,USAID,Pay per use,12.0,Hand Pump,,Not Functioning
WP2383,Lake,Clean,16.0,15000.0,2009.0,Red Cross,Free,15.0,,"(-22.109374889474143, 21.305085990717906)",Not Functioning
WP2384,Lake,Clean,,9000.0,2006.0,Oxfam,Pay per use,18.0,Motorized Pump,"(-19.468251137288735, 20.76031392207455)",Not Functioning
WP2385,Lake,Clean,44.0,12000.0,2006.0,World Bank,Pay per use,18.0,Hand Pump,"(-18.73432916346248, 28.01822844434559)",
WP2386,Lake,Clean,10.0,10000.0,2015.0,USAID,Pay per use,9.0,Motorized Pump,"(-22.04449080028906, 22.018466340606217)",Not Functioning
WP2387,River,Clean,4.0,,1998.0,Oxfam,Pay per use,26.0,Motorized Pump,"(-23.20585050872079, 26.349544140178672)",Not Functioning
WP2388,Lake,Clean,,13000.0,2013.0,Red Cross,Pay per use,11.0,Motorized Pump,"(-19.387686603064957, 25.02194931911237)",Not Functioning
WP2389,River,Clean,44.0,6000.0,2019.0,Red Cross,Free,5.0,,"(-20.768096296446217, 26.452074787060933)",Not Functioning
WP2390,Well,Clean,53.0,16000.0,1998.0,Oxfam,Pay per use,26.0,Hand Pump,"(-19.38417476023071, 26.7139960961225)",Functioning
WP2391,Borehole,Clean,11.0,6000.0,2006.0,Red Cross,Pay per use,18.0,Hand Pump,"(-20.925969673114697, 19.07894683438182)",Not Functioning
WP2392,Well,Clean,34.0,4000.0,2012.0,Red Cross,Pay per use,12.0,Hand Pump,,Not Functioning
WP2393,Lake,Clean,26.0,12000.0,,USAID,Pay per use,25.0,Motorized Pump,"(-23.305908354986396, 25.165701286917578)",Not Functioning
WP2394,Lake,Clean,10.0,9000.0,2020.0,UNICEF,Pay per use,4.0,Motorized Pump,"(-19.50128116563809, 26.496493095923768)",Not Functioning
WP2395,Well,Contaminated,20.0,9000.0,1992.0,USAID,Pay per use,32.0,Hand Pump,"(-21.590811406799546, 24.904334546750373)",Functioning
WP2396,Well,Clean,65.0,15000.0,2004.0,Oxfam,Pay per use,20.0,Solar Pump,"(-18.102714270769937, 25.241095166005756)",Functioning
WP2397,Well,Clean,41.0,13000.0,1994.0,Red Cross,Pay per use,30.0,Motorized Pump,"(-21.988937640401527, 19.95555851450345)",Functioning
WP2398,Lake,Clean,45.0,16000.0,2007.0,Red Cross,Pay per use,17.0,Hand Pump,"(-19.698907581246413, 27.667915510480437)",Functioning
WP2399,River,Clean,20.0,14000.0,1992.0,Oxfam,Pay per use,32.0,Hand Pump,"(-21.453101993649415, 20.67672550885566)",
WP2400,Lake,Clean,33.0,11000.0,2009.0,Oxfam,Free,15.0,Motorized Pump,"(-21.395071574486803, 25.571993116579137)",Not Functioning
WP2401,Lake,,43.0,10000.0,,Oxfam,Pay per use,26.0,Motorized Pump,"(-19.958927635265095, 25.349871111277086)",Not Functioning
WP2402,Lake,Contaminated,54.0,15000.0,2006.0,Red Cross,Pay per use,18.0,Solar Pump,"(-20.418853901495037, 25.846592237945337)",Functioning
WP2403,Well,Clean,8.0,16000.0,1998.0,World Bank,Pay per use,26.0,Hand Pump,"(-21.145329815633264, 21.20867801390248)",
WP2404,Lake,Clean,52.0,19000.0,2018.0,Red Cross,Free,6.0,Hand Pump,"(-18.704297814813863, 28.47233138330304)",Not Functioning
WP2405,Well,,56.0,14000.0,2011.0,Oxfam,Free,13.0,Motorized Pump,"(-21.03827018481978, 21.35889876561228)",Not Functioning
WP2406,Lake,Clean,54.0,15000.0,2013.0,USAID,Pay per use,11.0,Hand Pump,"(-17.74478049570751, 26.71683557027147)",Not Functioning
WP2407,Lake,Contaminated,51.0,10000.0,,Red Cross,Free,24.0,Solar Pump,"(-22.1637731342115, 22.88928577602451)",Not Functioning
WP2408,River,Clean,12.0,12000.0,2011.0,Red Cross,Pay per use,13.0,Motorized Pump,"(-18.89856067043086, 28.86613376839992)",Not Functioning
WP2409,Well,,19.0,13000.0,2019.0,Red Cross,Pay per use,5.0,Motorized Pump,"(-20.603444389601755, 21.61966904259803)",Not Functioning
WP2410,Lake,Clean,17.0,16000.0,2000.0,USAID,Pay per use,24.0,Hand Pump,"(-17.748485273507825, 26.515209755777114)",Not Functioning
WP2411,Lake,Clean,9.0,10000.0,2011.0,USAID,Pay per use,13.0,Hand Pump,"(-17.851977592991823, 25.051560703969194)",Not Functioning
WP2412,Lake,Clean,,11000.0,1997.0,Red Cross,Pay per use,27.0,Motorized Pump,"(-22.228439762565944, 19.495172222926875)",Not Functioning
WP2413,Well,Clean,16.0,,1994.0,Red Cross,Free,30.0,Motorized Pump,"(-18.025738639347296, 28.658066978841823)",Functioning
WP2414,Borehole,Clean,,12000.0,1995.0,USAID,Pay per use,29.0,Solar Pump,"(-21.99993842199755, 27.466942906610882)",Functioning
WP2415,Well,Clean,15.0,12000.0,2001.0,Oxfam,Free,23.0,Hand Pump,"(-23.672616298754562, 26.368778282139697)",Functioning
WP2416,,Clean,43.0,13000.0,2006.0,World Bank,Pay per use,18.0,Hand Pump,"(-20.265526782791056, 27.97772666838895)",Functioning
WP2417,Lake,Clean,28.0,15000.0,,UNICEF,Pay per use,33.0,,"(-22.488929766905976, 25.411025819449407)",Functioning
WP2418,Lake,Clean,54.0,13000.0,2017.0,Oxfam,Pay per use,7.0,Solar Pump,"(-21.268823460136122, 20.774864727516636)",Functioning
WP2419,Well,Clean,15.0,14000.0,2006.0,USAID,Pay per use,18.0,Motorized Pump,"(-23.058176258325936, 26.92310995746965)",Not Functioning
WP2420,Lake,Clean,35.0,12000.0,2007.0,Red Cross,Pay per use,17.0,Motorized Pump,"(-19.337024918711947, 20.706557622408784)",Not Functioning
WP2421,Lake,Contaminated,16.0,13000.0,2017.0,Oxfam,Pay per use,7.0,Motorized Pump,"(-23.992114524008596, 24.657182739980342)",Not Functioning
WP2422,Lake,Clean,13.0,14000.0,2016.0,Red Cross,Pay per use,8.0,Hand Pump,"(-19.262410906496534, 25.342404599154165)",Not Functioning
,Lake,Clean,44.0,18000.0,1994.0,Red Cross,Free,30.0,Hand Pump,"(-19.786030740866362, 24.832937432345727)",Not Functioning
WP2424,Well,Clean,10.0,17000.0,2005.0,USAID,Pay per use,,Motorized Pump,"(-21.03899338228873, 26.974841174737755)",Functioning
WP2425,River,Clean,31.0,10000.0,2016.0,Oxfam,,8.0,Motorized Pump,"(-23.79276850470375, 19.31291590941897)",Not Functioning
WP2426,Well,Clean,20.0,18000.0,1996.0,Red Cross,Pay per use,28.0,Motorized Pump,"(-18.947168952954147, 24.43463046321463)",Functioning
WP2427,Lake,Clean,27.0,10000.0,2017.0,Oxfam,Pay per use,7.0,Hand Pump,"(-20.008698536917983, 27.36663773092089)",Functioning
WP2428,Lake,Clean,12.0,9000.0,2009.0,Oxfam,Free,15.0,Hand Pump,"(-23.379790619426977, 22.17276367228326)",Not Functioning
,Lake,Clean,11.0,16000.0,2002.0,UNICEF,Pay per use,22.0,Hand Pump,"(-23.505194278067908, 22.00105806560886)",Not Functioning
WP2430,River,Clean,58.0,15000.0,2007.0,Oxfam,Free,17.0,Motorized Pump,"(-20.517979078159367, 21.865231613272506)",Functioning
WP2431,Lake,Contaminated,,18000.0,1992.0,Oxfam,Pay per use,32.0,,"(-18.968783255814706, 27.510966251672926)",Not Functioning
WP2432,Borehole,Clean,13.0,17000.0,1993.0,Oxfam,Pay per use,31.0,Hand Pump,"(-22.18379381902217, 23.89145759282892)",Not Functioning
WP2433,Well,,48.0,15000.0,2015.0,Red Cross,Free,9.0,Hand Pump,"(-23.652740603400254, 22.5816460434142)",Not Functioning
WP2434,,Clean,53.0,17000.0,2018.0,UNICEF,Pay per use,6.0,Motorized Pump,"(-21.36092220050818, 20.63087225429018)",Functioning
WP2435,Well,Clean,45.0,16000.0,1999.0,Red Cross,Free,25.0,Hand Pump,"(-22.04618387929598, 25.879421864675088)",
WP2436,Lake,Clean,28.0,16000.0,1993.0,Red Cross,Pay per use,31.0,Hand Pump,"(-17.936330200376158, 26.393140409892695)",Not Functioning
WP2437,Well,Clean,33.0,14000.0,2012.0,Red Cross,Pay per use,12.0,Hand Pump,"(-20.656495886419638, 22.460196226064966)",Functioning
WP2438,Well,Contaminated,48.0,14000.0,2013.0,Oxfam,Free,11.0,Solar Pump,"(-21.99030927950616, 21.744116417253334)",Functioning
WP2439,Lake,Clean,23.0,15000.0,2016.0,Oxfam,Pay per use,8.0,Motorized Pump,"(-18.864934639108938, 26.199713830479496)",Not Functioning
WP2440,Well,Clean,31.0,11000.0,1994.0,Red Cross,Pay per use,30.0,Solar Pump,"(-17.66723598608003, 24.65018936983905)",Functioning
WP2441,Borehole,Clean,24.0,15000.0,2013.0,Red Cross,Pay per use,11.0,Hand Pump,"(-19.38187212852755, 24.613497131611744)",Not Functioning
WP2442,River,Contaminated,33.0,17000.0,1997.0,UNICEF,Pay per use,27.0,Solar Pump,"(-21.770477742568072, 24.825334041282368)",Functioning
WP2443,Well,Clean,27.0,14000.0,2015.0,USAID,Pay per use,9.0,Motorized Pump,"(-20.923520068478936, 27.675267882823242)",Not Functioning
WP2444,Borehole,Clean,33.0,14000.0,2016.0,World Bank,Pay per use,8.0,Motorized Pump,"(-18.97602011275177, 20.85601578563181)",Not Functioning
WP2445,Lake,Clean,16.0,15000.0,1990.0,World Bank,Pay per use,34.0,Solar Pump,"(-19.614151972731733, 26.184950731698894)",Not Functioning
,Well,Clean,23.0,18000.0,2004.0,USAID,Free,20.0,Solar Pump,"(-18.662192707816597, 26.466132083550804)",Not Functioning
WP2447,Lake,Clean,65.0,8000.0,2007.0,USAID,Pay per use,17.0,Hand Pump,"(-22.684017033756795, 25.276428245815044)",Not Functioning
WP2448,Lake,Clean,17.0,9000.0,2015.0,Red Cross,Pay per use,9.0,Hand Pump,"(-23.457147438768928, 27.808635910411578)",Not Functioning
,Well,Clean,13.0,17000.0,2018.0,Oxfam,Pay per use,6.0,Hand Pump,"(-23.392402104961118, 21.83846761050198)",Functioning
WP2450,Lake,Clean,21.0,18000.0,2010.0,Oxfam,Free,14.0,Hand Pump,"(-18.16932985476389, 28.627643075660263)",
WP2451,Lake,Clean,17.0,13000.0,2014.0,Oxfam,Pay per use,10.0,Solar Pump,"(-19.52085836149397, 28.48742509275997)",Functioning
WP2452,Lake,Clean,,12000.0,2012.0,Oxfam,Pay per use,12.0,Hand Pump,"(-21.191348662255965, 21.60969843829364)",Not Functioning
WP2453,Well,Clean,41.0,16000.0,,Red Cross,Free,22.0,Solar Pump,"(-20.191905461480737, 22.37337908105075)",Functioning
WP2454,Lake,Clean,40.0,10000.0,2018.0,Oxfam,Pay per use,6.0,Hand Pump,,Not Functioning
WP2455,Well,Contaminated,36.0,9000.0,2014.0,Oxfam,Pay per use,10.0,Motorized Pump,"(-18.910610349077285, 27.928370715064695)",Not Functioning
WP2456,Lake,Clean,39.0,15000.0,2015.0,USAID,Pay per use,9.0,Hand Pump,"(-21.701459181601063, 19.77719935274582)",Functioning
WP2457,,Clean,45.0,7000.0,2019.0,Oxfam,Pay per use,5.0,Motorized Pump,"(-23.669327869671022, 21.668586907205075)",Functioning
WP2458,Lake,Clean,42.0,8000.0,2013.0,UNICEF,Pay per use,11.0,Hand Pump,"(-22.734836289860137, 26.078693227121367)",Not Functioning
WP2459,Lake,Clean,18.0,10000.0,2003.0,Oxfam,Pay per use,21.0,Motorized Pump,"(-21.17401487871592, 25.856600742617125)",Not Functioning
WP2460,Lake,Clean,40.0,17000.0,1992.0,Oxfam,,32.0,Hand Pump,"(-20.04354953235664, 24.329467073580222)",Not Functioning
,Lake,Clean,47.0,13000.0,2019.0,Oxfam,Free,5.0,Hand Pump,"(-22.569772926552076, 20.894850913893606)",Not Functioning
WP2462,Borehole,Clean,48.0,12000.0,2002.0,Oxfam,Pay per use,22.0,Motorized Pump,"(-20.860883240554568, 20.104568073738744)",Not Functioning
WP2463,Well,Clean,36.0,13000.0,2016.0,USAID,Pay per use,8.0,Motorized Pump,"(-22.333775401299956, 20.209625345979553)",Functioning
WP2464,River,Clean,32.0,16000.0,2008.0,Red Cross,Pay per use,16.0,Hand Pump,"(-17.62589819996509, 23.317811963200334)",Functioning
WP2465,Lake,Clean,21.0,11000.0,2009.0,Oxfam,,15.0,Motorized Pump,"(-19.48838100333519, 26.258107364843028)",Functioning
WP2466,,Clean,37.0,10000.0,2003.0,Oxfam,Pay per use,21.0,Motorized Pump,"(-19.397547766264182, 25.571277757551083)",Functioning
WP2467,Well,Clean,44.0,13000.0,2006.0,USAID,,18.0,Solar Pump,"(-23.57136219398667, 24.7909071505982)",Functioning
WP2468,Lake,Clean,39.0,14000.0,2017.0,Oxfam,Free,7.0,Motorized Pump,"(-20.648261183465255, 27.505499284718496)",Functioning
WP2469,River,Clean,29.0,13000.0,1992.0,Oxfam,Pay per use,32.0,Motorized Pump,"(-19.378920905350796, 27.216191357446323)",Functioning
WP2470,Lake,Clean,29.0,14000.0,2019.0,Red Cross,Pay per use,5.0,Hand Pump,"(-21.565419446506173, 22.164689067891963)",Not Functioning
WP2471,Lake,Clean,40.0,8000.0,1991.0,Red Cross,Pay per use,33.0,Hand Pump,"(-18.507325872295, 25.511272741128156)",Functioning
WP2472,Lake,,33.0,9000.0,2017.0,Red Cross,Pay per use,,Hand Pump,"(-22.427827108105078, 25.345597467274676)",Not Functioning
WP2473,Lake,Clean,33.0,20000.0,2016.0,,Free,8.0,Hand Pump,"(-23.921610448499045, 23.250055547876364)",Not Functioning
WP2474,Lake,Contaminated,36.0,11000.0,2003.0,Oxfam,Pay per use,21.0,Solar Pump,"(-23.84988589732787, 21.655812597227122)",Not Functioning
WP2475,Lake,Clean,57.0,13000.0,1999.0,Red Cross,Pay per use,25.0,Motorized Pump,"(-17.781021975116325, 27.07123142882685)",Functioning
WP2476,Lake,Clean,49.0,16000.0,2012.0,Red Cross,Free,12.0,Hand Pump,"(-21.053081477855386, 25.704675855235113)",Not Functioning
WP2477,Lake,Clean,49.0,14000.0,1998.0,Red Cross,Pay per use,26.0,,"(-23.24828091978166, 23.199836310625518)",Functioning
WP2478,Lake,Clean,42.0,12000.0,2018.0,Oxfam,Pay per use,6.0,Solar Pump,"(-22.420245241132246, 19.749093434148122)",Functioning
,Well,Clean,6.0,15000.0,1997.0,Oxfam,Pay per use,27.0,Hand Pump,"(-20.413577143987283, 21.296338948206927)",Functioning
WP2480,Lake,,19.0,14000.0,2011.0,Oxfam,,13.0,Hand Pump,"(-19.34440372301559, 28.01947223611382)",
WP2481,Lake,Clean,,13000.0,,Red Cross,Free,27.0,Hand Pump,"(-22.10868422640366, 19.93899103902023)",Not Functioning
WP2482,Borehole,Clean,18.0,12000.0,1992.0,Red Cross,Free,32.0,Motorized Pump,"(-19.957089232870512, 25.349172694250072)",Not Functioning
WP2483,River,Clean,53.0,13000.0,2011.0,USAID,Free,13.0,Hand Pump,"(-19.377172836659707, 27.022125504926418)",
WP2484,Well,Clean,27.0,15000.0,1990.0,Oxfam,Free,34.0,Hand Pump,"(-17.80762716341498, 25.837964624373125)",Functioning
WP2485,Well,Clean,,13000.0,1992.0,Red Cross,Pay per use,32.0,Motorized Pump,"(-21.928770019547322, 24.89086810431113)",Functioning
WP2486,Lake,Clean,44.0,15000.0,,World Bank,Free,5.0,Hand Pump,"(-21.920544422831632, 19.775654893835956)",Functioning
WP2487,River,Contaminated,50.0,13000.0,2005.0,USAID,Free,19.0,Hand Pump,"(-23.038323222821127, 19.66104793231918)",Not Functioning
WP2488,River,Clean,38.0,12000.0,1997.0,Red Cross,Free,27.0,Hand Pump,"(-22.421287612864667, 26.902279983918515)",Functioning
WP2489,Lake,Clean,18.0,13000.0,,World Bank,Pay per use,15.0,Hand Pump,"(-22.47039886337454, 22.877591230696922)",Not Functioning
WP2490,Well,Clean,25.0,9000.0,,Oxfam,Pay per use,22.0,Hand Pump,"(-18.6705215093683, 27.78968996037097)",
WP2491,,Clean,32.0,18000.0,1999.0,Oxfam,Pay per use,25.0,Motorized Pump,"(-18.967414209935093, 24.261182802077773)",Not Functioning
WP2492,Well,Clean,36.0,17000.0,1990.0,Oxfam,Pay per use,34.0,Motorized Pump,"(-19.81119799852092, 24.329140408968122)",Functioning
WP2493,Borehole,Clean,44.0,16000.0,2001.0,Red Cross,Pay per use,,Hand Pump,"(-18.041149283841506, 26.17534498701999)",Not Functioning
WP2494,,Clean,45.0,18000.0,2020.0,USAID,Pay per use,4.0,Motorized Pump,"(-18.37466849702828, 28.742665664728243)",Not Functioning
WP2495,Lake,Clean,26.0,14000.0,2015.0,World Bank,,9.0,Hand Pump,"(-18.62396678492204, 27.01200184551218)",Not Functioning
WP2496,Well,Clean,17.0,12000.0,2013.0,Red Cross,Pay per use,11.0,Hand Pump,"(-21.50964681092316, 27.147845919057843)",Functioning
WP2497,Well,Clean,58.0,15000.0,2002.0,World Bank,,22.0,Hand Pump,"(-18.64470702694785, 19.781676202400156)",Functioning
WP2498,Lake,Clean,42.0,14000.0,1997.0,Red Cross,Free,27.0,Hand Pump,"(-21.942150933430735, 26.95448684569781)",Not Functioning
WP2499,Lake,Contaminated,55.0,16000.0,2014.0,,Free,10.0,Hand Pump,"(-18.01372280885419, 27.058761842402927)",Functioning
WP2500,Well,Clean,53.0,16000.0,2000.0,Red Cross,Pay per use,24.0,Motorized Pump,,Functioning
WP2501,Lake,Contaminated,52.0,13000.0,2007.0,Oxfam,Pay per use,17.0,Solar Pump,"(-19.146673300310784, 24.37578875598687)",Functioning
WP2502,Well,Clean,43.0,15000.0,2015.0,Oxfam,Pay per use,9.0,Solar Pump,"(-23.260895187907686, 26.107800674018865)",Functioning
WP2503,River,Clean,29.0,6000.0,1994.0,UNICEF,Free,30.0,Hand Pump,"(-19.806886060346258, 24.303654703768984)",Not Functioning
